name,slug,operator,address,zip,city,state,country,countryName,region,Laser,Dome,70mm,_geoloc.lat,_geoloc.lng
Chenzhou Wanda & IMAX,chenzhou-wanda-imax,,"5th Fl., Shengyuan Times Plaza, Bayi Road",423000,Chenzhou,,CN,China,APAC,FALSE,FALSE,FALSE,26.69593,113.26544
Chifeng Wanda Plaza & IMAX,chifeng-wanda-plaza-imax,,"4th floor, Chifeng Wanda Plaza, Xilamulun Ave, Inner Mongolia Autonomous Region",24000,Chifeng,,CN,China,APAC,FALSE,FALSE,FALSE,42.25305,118.91765
Chongqing Daping Wanda & IMAX,chongqing-daping-wanda-imax,,"6F, Yingli IMIX, No.19 Daping Street, Yuzhong District",,Chonging,,CN,China,APAC,FALSE,FALSE,FALSE,29.54006,106.51653
Chongqing Baiyi Stellar & IMAX,chongqing-baiyi-stellar-imax,,"7th Floor, No. 250 Bayi Road, Yuzhong District",400000,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.55514,106.57595
Chongqing Banan Wanda & IMAX,chongqing-banan-wanda-imax,,"4-5th Floor, Wanda Plaza, No.297 Yunan Avenue, Banan District",401320,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.40380,106.55056
Chongqing Beibei Wanda & IMAX,chongqing-beibei-wanda-imax,,"4F, Wanda Plaza, No.300 Fengshixing Road",400711,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.80429,106.39758
Chongqing Broadway & IMAX,chongqing-broadway-imax,,"5th Floor, No. 49 Xiejiawan Zheng Street, Jiulongpo District",400039,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.52280,106.52545
Chongqing Cross Shiqiaopu & IMAX,chongqing-cross-shiqiaopu-imax,,"1-6 F Baofeng Podium Bldg,Xinhua Rd.No3678,Free Trade Zone",400041,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.54038,106.49832
Chongqing Dadukou Wanda & IMAX,chongqing-dadukou-wanda-imax,,"4F, New Tin Chok Plaza, No. 1099, Songqing Road, Daduhe District",400084,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.47898,106.47496
Chongqing Dazhulin Wanda & IMAX,chongqing-dazhulin-wanda-imax,,"4F, Jinke MeiLinHui Shopping Mall, No. 19, Banzhu Rd, Dazhulin, Yubei District",401120,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.62696,106.48081
Chongqing Fulin Wanda & IMAX,chongqing-fulin-wanda-imax,,"4F, Wanda Plaza, 8 Dongbin Avenue, Fuling District",408000,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.70807,107.40947
Chongqing Guanyinqiao CGV & IMAX,chongqing-guanyinqiao-cgv-imax,CGV,"B1, Longfor the 1st Avenue Plaza, No.33 Jianbei 8th Slip Road, Jiangbei District ",400000,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.58874,106.53314
Chongqing HMC Wanda & IMAX,chongqing-hmc-wanda-imax,,"5F, Building 3-2, HMC, No. 789, East Changzhou Avenue, Yongchuan District",402160,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.37069,105.93664
Chongqing Hometown CGV & IMAX,chongqing-hometown-cgv-imax,CGV,"5F, Longfor Hometown Paradise Walk, No.420 Panxi Road, Jiangbei District",400000,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.60852,106.49199
Chongqing IMIX Park Wanda & IMAX,chongqing-imix-park-wanda-imax,,"6F/7F, IMIX Park, Jiangbei District",400000,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.58143,106.53898
Chongqing Joy City Jinyi & IMAX,chongqing-joy-city-jinyi-imax,,"5th Fl, Chongqing Joy City,  Qiucheng Ave. No. 99, Xiantao St., Yubei District",402260,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.73370,106.57100
Chongqing Lanting Metroplaza Jinyi & IMAX,chongqing-lanting-metroplaza-jinyi-imax,,"4F, Lanting Metroplaza, Baotong Rd, Xinke Avenue, Yubei District",401120,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.68910,106.60123
Chongqing Longfor U City CGV & IMAX,chongqing-longfor-u-city-cgv-imax,CGV,"3, 4, 5F, Longfor U City Plaza, No.25 Fukang Road",401133,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.60610,106.49634
Chongqing Qibo Yage & IMAX,chongqing-qibo-yage-imax,,"5F, Sunac Golden Trade Times, No.16, Qixia Road, Liangjiang New District",409699,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.64407,106.57416
Chongqing Qijiang Wanda & IMAX,chongqing-qijiang-wanda-imax,,"4F, Wanda Plaza , Wenlong Street",401420,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.03987,106.68274
Chongqing Raffles City  CGV & IMAX,chongqing-raffles-city-cgv-imax,CGV,"Shop 03-127/04-120, 3-4F, Raffles City, No.8 Jiesheng Street, Chaotianmen, Yuzhong District",400010,Chongqing,,CN,China,APAC,TRUE,FALSE,FALSE,29.56360,106.58844
Chongqing Yongchuan Wanda & IMAX,chongqing-yongchuan-wanda-imax,,"4F, Wanda Plaza, No.789 Xingguang Avenue, Yongchuan District",402160,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.34221,105.93589
"IMAX Dome, Chongqing Children's Museum",imax-dome-chongqing-childrens-museum,,"No. 134, Chongshan 2nd Road, Yuzhong District",400014,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.55578,106.55468
"IMAX, Chongqing Science & Technology Museum",imax-chongqing-science-technology-museum,,"No.7, Jiangbei City, Xida Street, Jiangbei District",400014,Chongqing,,CN,China,APAC,FALSE,FALSE,FALSE,29.57139,106.57782
Chuzhou Wanda & IMAX,chuzhou-wanda-imax,,"4F, Wanda Plaza, Intersection of Middle Nanqiao Road and Huxin Road, Nanqiao District",239001,Chuzhou,,CN,China,APAC,FALSE,FALSE,FALSE,32.27512,118.33232
Cixi Poly China Film Stellar & IMAX,cixi-poly-china-film-stellar-imax,,"No. 1555 Poly Shopping Mall, West Sanbei Avenue, Zonghan Street",315100,Cixi,,CN,China,APAC,FALSE,FALSE,FALSE,30.18636,121.21509
Dali Bona & IMAX,dali-bona-imax,,"4F, Hengbang Times Street, No.31 East Jianshe Road, Xiaguan Town",671000,"Dali, Yunnan",,CN,China,APAC,FALSE,FALSE,FALSE,25.59216,100.23340
Dalian Central Avenue Bona & IMAX,dalian-central-avenue-bona-imax,,"5F,Central Avenue PT&C Shopping Center, No. 107 Xi’an Rd., Shahekou District",116001,Dalian,,CN,China,APAC,FALSE,FALSE,FALSE,38.92097,121.59369
Dalian Donggang CGV & IMAX,dalian-donggang-cgv-imax,CGV,"4th Floor, Galleria Dalian, East Changjiang Road No.96, Zhongshan District",116001,Dalian,,CN,China,APAC,FALSE,FALSE,FALSE,38.91962,121.68150
Dalian Ganjingzi Wanda & IMAX,dalian-ganjingzi-wanda-imax,,"2F,  Wanda Plaza,  No.6 Hongyun Road",116039,Dalian,,CN,China,APAC,FALSE,FALSE,FALSE,38.95393,121.54609
Dalian Gaoxin Wanda & IMAX,dalian-gaoxin-wanda-imax,,No.500 Huangpu Road - Gaoxin District,116021,Dalian,,CN,China,APAC,TRUE,FALSE,FALSE,38.86681,121.53509
Dalian Huafu Wanda & IMAX,dalian-huafu-wanda-imax,,"4F, No.281, Zhongshan Road, Wanda Plaza, Xigang District",116021,Dalian,,CN,China,APAC,TRUE,FALSE,FALSE,38.91074,121.61172
Dalian Jingkai Wanda & IMAX,dalian-jingkai-wanda-imax,,"Dalian Jingkai Wanda Plaza 4F, West Liaohe Rd. No.117, Develop District",116600,Dalian,,CN,China,APAC,TRUE,FALSE,FALSE,39.06739,121.79354
Dalian Jinzhou Brilliant Plaza Wanda & IMAX,dalian-jinzhou-brilliant-plaza-wanda-imax,,"4F, Brilliant Plaza, No.180 Shengli Road, Jinzhou District",116199,Dalian,,CN,China,APAC,FALSE,FALSE,FALSE,39.10828,121.72155
Dalian Pulandian Wanda & IMAX,dalian-pulandian-wanda-imax,,"3F, Wanda Plaza, No.68 Zhenxing Street, Pulandian District, Liaoning",116000,Dalian,,CN,China,APAC,FALSE,FALSE,FALSE,39.40865,121.94713
Dalian Zhuanghe Wanda & IMAX,dalian-zhuanghe-wanda-imax,,"3F,Wanda Plaza, Cross of Yan'an Road and Xinhua Road,Zhuanghe City",116400,Dalian,,CN,China,APAC,FALSE,FALSE,FALSE,39.67047,122.98615
Dandong Wanda & IMAX,dandong-wanda-imax,,"4th Floor, No.298 Jinshan Street, Zhenxin District",118001,Dandong,,CN,China,APAC,FALSE,FALSE,FALSE,40.11041,124.36667
Danyang Babaiban Omnijoi & IMAX,danyang-babaiban-omnijoi-imax,,"5F, Springland Babaiban Mall, No.2 Middle Xinmin Road",212300,Danyang,,CN,China,APAC,FALSE,FALSE,FALSE,31.99839,119.57884
Daqing Ranghulu Wanda & IMAX,daqing-ranghulu-wanda-imax,,"4F, Wanda Plaza, No.17, Dagang Road, Ranghulu District",163712,Daqing,,CN,China,APAC,FALSE,FALSE,FALSE,46.62372,124.86503
Daqing Saertu Wanda & IMAX,daqing-saertu-wanda-imax,,"4F, No.15, Dongfeng Road, Wanda Plaza, Saertu District",163311,Daqing,,CN,China,APAC,FALSE,FALSE,FALSE,46.59602,125.11660
"IMAX, Da Qing Science & Technology Museum",imax-da-qing-science-technology-museum,,"Zhongbao Road, Dongfeng Village, Time Square, Saertu District",163002,Daqing,,CN,China,APAC,FALSE,FALSE,FALSE,46.58282,125.08623
Datong Wanda & IMAX,datong-wanda-imax,,"4F,Wanda Plaza,  Intersection of Yonghe Road and East Nanhuan Road",37001,Datong,,CN,China,APAC,FALSE,FALSE,FALSE,40.06980,113.34917
Datong Central Park Wanda & IMAX,datong-central-park-wanda-imax,,"3F,  Parkson Center, Yunzhong Road, Pingcheng District ",37006,"Datong, Shanxi",,CN,China,APAC,FALSE,FALSE,FALSE,40.08450,113.28290
Dazhou Luofu Hengdian & IMAX,dazhou-luofu-hengdian-imax,,"5F, Luofu Plaza, No.385 Wanxing Road, Tongchuan District",635000,Dazhou,,CN,China,APAC,FALSE,FALSE,FALSE,31.21284,107.47674
Deyang Wanda & IMAX,deyang-wanda-imax,,"4F, Wanda Plaza, No.8 North Lushan Road, Jingyang District",618000,Deyang,,CN,China,APAC,FALSE,FALSE,FALSE,31.13130,104.41469
Deyang Yinxin Wuzhou Jinyi & IMAX,deyang-yinxin-wuzhou-jinyi-imax,,"5F, Wuzhou Plaza, No. 735, 2nd Section, South Taishan Road, Jingyang District ",168000,"Deyang, Sichuan",,CN,China,APAC,FALSE,FALSE,FALSE,31.09530,104.38760
Dezhou Wanda & IMAX,dezhou-wanda-imax,,"Dezhou Wanda Plaza 4F, South Hubin Ave. Decheng District",253000,Dezhou,,CN,China,APAC,FALSE,FALSE,FALSE,37.43491,116.31710
Dongguan Changan Wanda & IMAX,dongguan-changan-wanda-imax,,"No.1 Middle of Dongmen Rd., Changhan Dist.",523000,Dongguan,,CN,China,APAC,FALSE,FALSE,FALSE,23.03558,113.72397
Dongguan DG Mall CGV & IMAX,dongguan-dg-mall-cgv-imax-0,CGV,"2-5F, No.5 Commercial Building, DG Mall, No.1 East Hongfu Rd, Nancheng Street",523123,Dongguan,,CN,China,APAC,FALSE,FALSE,FALSE,23.01831,113.76875
Dongguan DG Mall CGV & IMAX,dongguan-dg-mall-cgv-imax,CGV,"2-5F, No.5 Commercial Building, DG Mall, No.1 East Hongfu Rd, Nancheng Street",523123,Dongguan,,CN,China,APAC,FALSE,FALSE,FALSE,23.01831,113.76875
Dongguan Dongcheng Wanda & IMAX,dongguan-dongcheng-wanda-imax,,"4th Floor, No. 208 Dongzong Road, Dongcheng District",523000,Dongguan,,CN,China,APAC,FALSE,FALSE,FALSE,23.03280,113.78311
Dongguan Houjie Wanda & IMAX,dongguan-houjie-wanda-imax,,"4th Fl, Wanda Plaza, 6  North Kangle Road, Houjie Town",452300,Dongguan,,CN,China,APAC,FALSE,FALSE,FALSE,22.95054,113.67897
Dongguan Humen Wanda & IMAX,dongguan-humen-wanda-imax,,"4F, Wanda Plaza, No.388 North Liansheng Road, Humen County",523000,Dongguan,,CN,China,APAC,FALSE,FALSE,FALSE,22.83879,113.68942
Dongguan Qiyun Plaza Huanxiang & IMAX,dongguan-qiyun-plaza-huanxiang-and-imax,,"No.28 Huanhu Middle Road, Shilong Town, Dongguan City, Qiyun Plaza",523325,Dongguan,Qiyun Province,CN,China,APAC,FALSE,FALSE,FALSE,23.10590,113.87440
Dongguan Sizhe Cross Cinemas & IMAX,dongguan-sizhe-cross-cinemas-imax,,"District D, 3rd floor, LOHO City, East Commercial Street, Liaobu Town",523000,Dongguan,,CN,China,APAC,FALSE,FALSE,FALSE,23.00099,113.88513
Dongguan Wanda & IMAX,dongguan-wanda-imax,,"3F, Sector D, Wandao Road, New South China Mall, Wanjiang District",523017,Dongguan,,CN,China,APAC,TRUE,FALSE,FALSE,23.03757,113.72094
"IMAX Dome, Dongguan Science & Technology Museum",imax-dome-dongguan-science-technology-museum,,"No.2, Yuanmei Mid Road, New City Center District",523071,Dongguan,,CN,China,APAC,FALSE,FALSE,FALSE,23.00936,113.74648
Dongtai Zhongnan City Omnijoi & IMAX,dongtai-zhongnan-city-omnijoi-imax,,"4F, Zhongnan Cheng Plaza, No. 80 Yingbin Avenue",224299,"Dongtai, Jiangsu",,CN,China,APAC,FALSE,FALSE,FALSE,32.87990,120.31710
Dongying Wanda & IMAX,dongying-wanda-imax,,"Dongying Wanda Plaza 4F, Beiyi Rd., Dongying District",275000,Dongying,,CN,China,APAC,FALSE,FALSE,FALSE,37.46360,118.54666
Foshan CGV Xingxing & IMAX,foshan-cgv-xingying-imax,CGV,3F Xingdouhui Plaza - 141 Yuhe Road - Shunde District,528200,Foshan,,CN,China,APAC,FALSE,FALSE,FALSE,22.97128,113.12139
Foshan Jinyi & IMAX,foshan-jinyi-imax,,"3rd fl, Perennial Plaza,No. 45 North Guilan Rd, Guicheng Street",528200,Foshan,,CN,China,APAC,FALSE,FALSE,FALSE,23.01205,113.15481
Foshan Nanhai Wanda & IMAX,foshan-nanhai-wanda-imax,,4F A - Guilan Road No.28 - Nanhai Wanda Plaza - Nanhai District,528200,Foshan,,CN,China,APAC,FALSE,FALSE,FALSE,23.06778,113.15434
Foshan Sanshui Wanda & IMAX,foshan-sanshui-wanda-imax,,"5F, Wanda Plaza, Block 13, Shangnanyazhu, Nanfeng Avenue, Sanshui District",528100,Foshan,,CN,China,APAC,FALSE,FALSE,FALSE,23.18356,112.90961
Foshan Shunde Metro-Mall Jinyi & IMAX,foshan-shunde-metro-mall-jinyi-imax,,"L5003B, 5F; L4003B, 4F; L3003A, 3F, Metro-Mall, No.1, Caihong Rd, Shunde District",528300,Foshan,,CN,China,APAC,FALSE,FALSE,FALSE,22.80306,113.30231
Foshan Shunde Yueran Wanda & IMAX,foshan-shunde-yueran-wanda-imax,,"3F, Meidi Yueran Plaza, No. 1, Chengde Road, Beijiao Town, Shunde District",440606,Foshan,,CN,China,APAC,FALSE,FALSE,FALSE,22.93340,113.21670
Foshan Yuexiu Xinghui Wanda & IMAX,foshan-yuexiu-xinghui-wanda-imax,,"5F, Dating Mall, No.81 North Nanhai Avenue, Nanhai District",528200,Foshan,,CN,China,APAC,FALSE,FALSE,FALSE,23.03795,113.14892
Foshan Da City CGV  & IMAX,foshan-da-city-cgv-imax,CGV,"Room 322, Da City, Middle Guilin Ave., Shunde District",528300,"Foshan, Guangdong",,CN,China,APAC,FALSE,FALSE,FALSE,22.75113,113.31170
Fuqing Wanda & IMAX,fuqing-wanda-imax,,"4th Floor, Wanda Plaza, No.105 Qingchang Avenue",350000,Fuqing,,CN,China,APAC,FALSE,FALSE,FALSE,25.72381,119.35509
Fushun Wanda & IMAX,fushun-wanda-imax,,"4th Fl., No.56 Hunhe South Street, Xinfu District",113008,Fushun,,CN,China,APAC,TRUE,FALSE,FALSE,41.87087,123.91723
Fuxin Wanda & IMAX,fuxin-wanda-imax,,"4F-A, Wanda Plaza, No.17, Jiefang Avenue, Xihe District",123099,Fuxin,,CN,China,APAC,FALSE,FALSE,FALSE,42.02237,121.65282
Fuyang Oriental Giant Screen & IMAX,fuyang-oriental-giant-screen-imax,,"4F, Dongfang Huanle Mall, Yingquan District",236000,Fuyang,,CN,China,APAC,FALSE,FALSE,FALSE,32.90511,115.82935
Fuyang Wanda & IMAX,fuyang-wanda-imax,,"4F, South Yingzhou Rd, East Renmin Rd No. 531",236000,Fuyang,,CN,China,APAC,FALSE,FALSE,FALSE,32.87949,115.82953
Fuyang Yingquan Wanda & IMAX,fuyang-yingquan-wanda-imax,,"4F, Wanda Plaza, No.396 Taihe Road,Yingquan District",236000,Fuyang,,CN,China,APAC,FALSE,FALSE,FALSE,32.93922,115.82240
Fuzhou Cangshan Wanda & IMAX,fuzhou-cangshan-wanda-imax,,"4F, No.276, Pushang Avenue, Wanda Plaza, Cangshan District",350000,Fuzhou,,CN,China,APAC,TRUE,FALSE,FALSE,26.02705,119.24605
Fuzhou Great Town Omnijoi & IMAX,fuzhou-great-town-omnijoi-imax,,"5F, North Zone, Great Town, Mawei District",350000,Fuzhou,,CN,China,APAC,FALSE,FALSE,FALSE,26.08317,119.33382
Fuzhou Jiangxi Wanda & IMAX,fuzhou-jiangxi-wanda-imax,,"4F, Wanda Plaza, No.688 Yingbin Avenue ",344000,Fuzhou,,CN,China,APAC,FALSE,FALSE,FALSE,27.96275,116.35307
Fuzhou Powerlong Plaza & IMAX,fuzhou-powerlong-plaza-imax,,"5F, Powerlong Plaza, No.193 Gongye Rd, Taijiang District",350002,Fuzhou,,CN,China,APAC,FALSE,FALSE,FALSE,26.06267,119.29114
Fuzhou Taihe CGV & IMAX,fuzhou-taihe-cgv-imax,CGV,"6-7F, Taihe Plaza, East 2nd Ring Rd., No6. Yuefengzhenzhuyu Rd., Jin'an District",350000,Fuzhou,,CN,China,APAC,FALSE,FALSE,FALSE,26.09778,119.33865
Fuzhou Wanda & IMAX,fuzhou-wanda-imax,,4F/Area A Wanda Plaza - Financial Street - 8 Ao Jiang Road - Taijiang District,350000,Fuzhou,,CN,China,APAC,FALSE,FALSE,FALSE,26.05252,119.34294
Fuzhou Strait Culture Art Center Jinyi & IMAX,fuzhou-strait-culture-art-center-jinyi-imax,,"Hall E, Fuzhou Strait Culture Art Cente, East Nanjiangbin Ave., Chengmen Town, Cangshan District ",350000,"Fuzhou, Fujian",,CN,China,APAC,TRUE,FALSE,FALSE,26.00685,119.39664
Fuzhou Gaoxin Wanda & IMAX,fuzhou-gaoxin-wanda-imax,,"4F, Wanda Plaza, Qishan Avenue, Gaoxin District",350108,"Fuzhou, Fujian Province",,CN,China,APAC,TRUE,FALSE,FALSE,26.08230,119.18750
Ganzhou CGV & IMAX,ganzhou-cgv-imax,CGV,"3rd Floor, MixC City, 8 New Ganzhou Avenue, Zhangjiang New District",314000,Ganzhou,,CN,China,APAC,FALSE,FALSE,FALSE,25.82279,114.93283
Ganzhou Jingkai Wanda & IMAX,ganzhou-jingkai-wanda-and-imax,,"4th Floor, Wanda Plaza, No.18 Jinling Avenue, Ganzhou Economic and Technological Development Zone",341000,Ganzhou,Jiangxi,CN,China,APAC,FALSE,FALSE,FALSE,25.84262,114.90741
Ganzhou Shanshan Outlet Plaza Emperor & IMAX,ganzhou-shanshan-outlet-plaza-emperor-imax,,"3F, ShanShan Outlet Plaza , No.18, Hexie Avenue, Zhanggong District",314000,Ganzhou,,CN,China,APAC,FALSE,FALSE,FALSE,25.76166,114.93283
Guangyuan Wanda & IMAX,guangyuan-wanda-imax,,"4th floor, Wanyuan Wanda Plaza, Lizhou District",628000,Guangyuan,,CN,China,APAC,FALSE,FALSE,FALSE,32.42979,105.88259
Guangzhou A-Mall Flying & IMAX,guangzhou-mall-flying-imax,,"6F, A-Mall, No.70, Zhongshan 5th Road, Yuexiu District",510000,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.13212,113.27311
Guangzhou Asian Games City Wanda & IMAX,guangzhou-asian-games-city-wanda-imax,,"3F, Asian Games City, No.43 Kangti Road ",511400,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,22.94732,113.48306
Guangzhou Conghua Yuanda Jinyi & IMAX,guangzhou-conghua-yuanda-jinyi-and-imax,,"No. 402, No. 107 Congcheng Avenue, Jiangpu Street, Conghua District",510900,Guangzhou,,CN,China,APAC,TRUE,FALSE,FALSE,23.53930,113.58120
Guangzhou Fanyang & IMAX,guangzhou-fanyang-imax,,"5th Fl, Huilong Plaza, No. 203 East Qinghe Rd, Panyu District",511400,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,22.93664,113.37774
Guangzhou Grandview Mall Flying & IMAX,guangzhou-grandview-mall-flying-imax,,"7F,Grandview Mall,No.228 Tianhe Rd, Tianhe District",510000,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.13795,113.33350
Guangzhou Hopson Lumiere & IMAX,guangzhou-hopson-lumiere-imax,,"Hopson, No.249 South Guangzhou Avenue, Guangzhou",510000,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.09174,113.32147
Guangzhou Huadu Sunac Mall Wanda & IMAX,guangzhou-huadu-sunac-mall-wanda-imax,,"3F, Sunac Mall, No.63 North Fenghuang Road, Huadu District",510800,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.39913,113.23431
Guangzhou IGC Palace & IMAX,guangzhou-igc-palace-imax,,"IGC Shopping Mall, No.59 Linjiang Avenue",510000,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.11958,113.33652
Guangzhou Lisheng Guangbai Square Jinyi & IMAX,guangzhou-lisheng-guangbai-square-jinyi-imax,,"No. 66, Middle Huadi Avenue, Liwan District",510145,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.08476,113.23985
Guangzhou Liwan COCO Park Hengdian & IMAX,guangzhou-liwan-coco-park-hengdian-and-imax,,"4th Floor, COCO Park, Health Harbor, No. 16 Dongsha Avenue, Liwan District",510000,Guangzhou,,CN,China,APAC,TRUE,FALSE,FALSE,23.06010,113.25680
Guangzhou Nansha Wanda & IMAX,guangzhou-nansha-wanda-imax,,"4th Floor, Building No.3 Shuangshan Ave., Nansha District",510000,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,22.79934,113.54324
Guangzhou New Park Mei Ah & IMAX,guangzhou-new-park-mei-ah-imax,,"3F, New Park, No.1, North Baishun Rd, Baiyun District",510080,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.24204,113.29884
Guangzhou Panyu Dashi Jinyi & IMAX,guangzhou-panyu-dashi-jinyi-imax,,"3F, Zone F, Jianhuahui Commercial Centre, Dashi Street, Panyu District",511400,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.02897,113.32231
Guangzhou Panyu Shawan Jinyi & IMAX,guangzhou-panyu-shawan-jinyi-imax,,"3F, Lee Garden, No.1502 West Ring Road, Shawan County, Panyu District",511400,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,22.92561,113.35280
Guangzhou Panyu Wanda & IMAX,guangzhou-panyu-wanda-imax,,4F East Hanxi Avenue No. 389 - Panyu District,510601,Guangzhou,,CN,China,APAC,TRUE,FALSE,FALSE,23.00593,113.34711
Guangzhou Paso Jinyi & IMAX,guangzhou-paso-jinyi-imax,,"L3-002, West Area, Paso Plaza, Tangle Rd, Baiyun District",510080,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.20095,113.26536
Guangzhou R&F Jinyi & IMAX,guangzhou-rf-jinyi-imax,,"703, Zone B,  R&F Plaza, No.180 Mid Jiangnan Ave, Haizhu District",510000,Guangzhou,,CN,China,APAC,TRUE,FALSE,FALSE,23.10266,113.28012
Guangzhou Sun City Jinyi & IMAX,guangzhou-sun-city-jinyi-imax,,"Sun City Plaza, No.1811 North Guangzhou Avenue, Baiyun District",510510,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.19332,113.33404
Guangzhou Tianhe Vanke Mall Wanda & IMAX,guangzhou-tianhe-vanke-mall-wanda-imax,,"4F, Tianhe Vanke Mall, Huaguan Rd, Tianhe District",510000,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.17339,113.41093
Guangzhou Wanda & IMAX,guangzhou-wanda-imax,,"3F, No. 503, Yuncheng East Road, Wanda Plaza, Baiyun District",510420,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.12837,113.26340
Guangzhou Wanshengwei Wanda & IMAX,guangzhou-wanshengwei-wanda-imax,,"5F, Wansheng Plaza, No. 1236 East Xingang Road, Haizhu District",510000,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.10375,113.38972
Guangzhou Xintang Wanda & IMAX,guangzhou-xintang-wanda-imax,,"4F, Wanda Plaza, No.9, Xinfu Rd, Xintang Town, Zengcheng District ",511300,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.15833,113.62388
Guangzhou Zengcheng Wanda & IMAX,guangzhou-zengcheng-wanda-imax,,"4/5th Fl, 69 Zhencheng Ave., Licheng Rd",511300,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.27577,113.81512
Luogang Wanda & IMAX,luogang-wanda-imax,,Luogang Wanda Plaza - Kefeng Road No.89 - Luogang District,510000,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.17514,113.47379
UA Cinemas MoW & IMAX,ua-cinemas-mow-imax,,Shop 1130 - Huacheng Square - 89 Huacheng Avenue - Tianhe District,510623,Guangzhou,,CN,China,APAC,FALSE,FALSE,FALSE,23.12385,113.32453
Guangzhou Aeon Mall CGV & IMAX,guangzhou-aeon-mall-cgv-imax,CGV,"L4, CGV Cinema, Aeon Mall, No.1 Yayun Avenue, Panyu District",510000,"Guangzhou, Guangdong",,CN,China,APAC,TRUE,FALSE,FALSE,22.93860,113.44080
Guangzhou Cinda Jinmao Plaza Hoyts & IMAX,guangzhou-cinda-jinmao-plaza-hoyts-imax,,"L4, Cinda Jinmao Plaza, No. 980 Guangzhou Avenue North, Tianhe District",510000,"Guangzhou, Guangdong",,CN,China,APAC,TRUE,FALSE,FALSE,23.17120,113.31890
