name,slug,operator,address,zip,city,state,country,countryName,region,Laser,Dome,70mm,_geoloc.lat,_geoloc.lng
Ningbo Unimall Omnijoi & IMAX,ningbo-unimall-omnijoi-imax,,"4th Fl., 689 Jiangnan Rd, Yinzhou District",315100,"Ningbo, Zhejiang Province",,CN,China,APAC,FALSE,FALSE,FALSE,29.85620,121.55300
Ningde Wanda & IMAX,ningde-wanda-imax,,4F Wanda Plaza - 1 Tianhu Road East,352100,Ningde,,CN,China,APAC,TRUE,FALSE,FALSE,26.65465,119.54101
Ningxiang Feicui Lake Jinyi & IMAX,ningxiang-feicui-lake-jinyi-imax,,"No.7-302a, Xinkang Rd & Chuncheng North Rd,Xinkang Community,Yutan Street",410600,"Ningxiang City, Hunan Province",,CN,China,APAC,TRUE,FALSE,FALSE,28.25640,112.52690
CGV International Cinema & IMAX,cgv-international-cinema-imax,CGV,"5th floor, No.102,Shiyou street, Longtai District",124000,Panjin,,CN,China,APAC,FALSE,FALSE,FALSE,41.12400,122.07654
Panjin Wanda Plaza Wanda & IMAX,panjin-wanda-plaza-wanda-and-imax,,"4th Floor, Wanda Plaza, No. 71 Shuangxing South Road, Xinglongtai District",124000,Panjin,Liaoning Province,CN,China,APAC,TRUE,FALSE,FALSE,41.10057,122.07766
Panzhihua Wanda & IMAX,panzhihua-wanda-imax,,"3F-A, Wanda Plaza, No. 123 Airport Road, East District",617000,Panzhihua,,CN,China,APAC,FALSE,FALSE,FALSE,26.54235,101.75353
Pingdingshan Wanda & IMAX,pingdingshan-wanda-imax,,"4F, Wanda Plaza , No.899 Jianshe Road",467000,Pingdingshan,,CN,China,APAC,FALSE,FALSE,FALSE,33.73985,113.33600
Putian Wanda & IMAX,putian-wanda-imax,,4F Wanda Plaza - Building 2 - 8 Lihua East Avenue / Xialin Street - Chengxiang District,351100,Putian,,CN,China,APAC,TRUE,FALSE,FALSE,25.42000,118.99723
Qingdao CapitaMall New City Center CGV & IMAX,qingdao-capitamall-new-city-center-cgv-imax,CGV,"5F, CapitaMall, No.18 South Heilongjiang Rd., Shibei District",266000,Qingdao,,CN,China,APAC,FALSE,FALSE,FALSE,36.11310,120.39534
Qingdao Chengyang Wanda & IMAX,qingdao-chengyang-wanda-imax,,"5F, Qingte Wanda Plaza, No. 117 Zhengyang Middle Road, Chengyang District",266109,Qingdao,,CN,China,APAC,FALSE,FALSE,FALSE,36.30630,120.42324
Qingdao Licang Wanda IMAX,qingdao-licang-wanda-imax,,4F Wanda Plaza - Jufeng Road - Licang District,266000,Qingdao,,CN,China,APAC,TRUE,FALSE,FALSE,36.16899,120.43277
Qingdao Lion Mall SFC & IMAX,qingdao-lion-mall-sfc-imax,,"Intersection of East Hong Kong Rd. and Haier Rd., Laoshan District",266100,Qingdao,,CN,China,APAC,FALSE,FALSE,FALSE,36.10079,120.47242
Qingdao MixC City CGV & IMAX,qingdao-mixc-city-cgv-imax-0,CGV,5F 6 Shandong Road - Mixc City - Shinan District,266000,Qingdao,,CN,China,APAC,TRUE,FALSE,FALSE,36.07718,120.38342
Qingdao Oriental Movie Metropolis Wanda & IMAX,qingdao-oriental-movie-metropolis-wanda-imax,,"3F, Wanda Mall, No.1777, Binhai Avenue, Huangdao District",266000,Qingdao,,CN,China,APAC,FALSE,FALSE,FALSE,35.91154,120.10739
Qingdao Wanda CBD Cinema IMAX,qingdao-wanda-cbd-cinema-imax,,3F Wanda Plaza - 116 Yanji Road - Shibei District,266000,Qingdao,,CN,China,APAC,FALSE,FALSE,FALSE,36.09039,120.37849
Qingdao Wuyue Bestar & IMAX,qingdao-wuyue-bestar-imax,,"6F, Wuyue Plaza, No.2888, Binhai Avenue, Huangdao District",266000,Qingdao,,CN,China,APAC,FALSE,FALSE,FALSE,35.88849,120.07260
Qingyuan Shunying Times Square DY Cinema & IMAX,qingyuan-shunying-times-square-dy-cinema-and-imax,,"5th Floor, Shunying Times Plaza, No. 28 Renmin 1st Road, Qingcheng District",511500,Qingyuan,Guangdong Province,CN,China,APAC,FALSE,FALSE,FALSE,23.67630,113.06570
Qingyuan Wanda & IMAX,qingyuan-wanda-imax,,"4F, Wanda Plaza, No.89 Huxi Road, Qingcheng District",511500,Qingyuan,,CN,China,APAC,FALSE,FALSE,FALSE,23.72004,113.01971
Qinhuangdao Wanda & IMAX,qinhuangdao-wanda-imax,,"4F-A, Wanda Plaza, No.22 Yanshan Avenue, Yufeng Nanli Community, North Ring Road, Haigang District",66000,Qinhuangdao,,CN,China,APAC,TRUE,FALSE,FALSE,39.95348,119.57823
Qinhuangdao MOI Bona & IMAX,qinhuangdao-moi-bona-imax,,"5F, Maoye Plaza, No.368 Hebei Avenue, Haigang District",66002,"Qinhuangdao, Hebei Province",,CN,China,APAC,FALSE,FALSE,FALSE,39.93430,119.60280
Qiqihar Wanda & IMAX,qiqihar-wanda-imax,,4F Wanda Plaza - Xinjiang Rd No.1 - Jianhua District,161000,Qiqihar,,CN,China,APAC,FALSE,FALSE,FALSE,47.37292,123.95770
Quanzhou Anxi Powerlong  Jinyi & IMAX,quanzhou-anxi-powerlong-jinyi-imax,,"3F, Powerlong Plaza, Jianan Avenue, Anxi County",362400,Quanzhou,,CN,China,APAC,FALSE,FALSE,FALSE,25.04813,118.20182
Quanzhou Donghai Tahoe & IMAX,quanzhou-donghai-tahoe-imax,,"Rm 601,No.17 Building,Tahoe Plaza, Fengze District",362000,Quanzhou,,CN,China,APAC,FALSE,FALSE,FALSE,24.87831,118.64635
Quanzhou Wanda & IMAX,quanzhou-wanda-imax,,4F Wanda Plaza - Baozhou Road - Fenze District,36200,Quanzhou,,CN,China,APAC,TRUE,FALSE,FALSE,24.88452,118.59650
Qujing Wanda Cinema & IMAX,qujing-wanda-cinema-imax,,"4F, Wanda Plaza , Xuefu Road",655099,"Qujing, Yunnan",,CN,China,APAC,FALSE,FALSE,FALSE,25.52695,103.76441
Quzhou Injoy Bestar & IMAX,quzhou-injoy-bestar-imax,,"4F, Injoy Plaza, No.99 Middle Baiyun Avenue, Kecheng District",,Quzhou,,CN,China,APAC,FALSE,FALSE,FALSE,28.98074,118.85554
Quzhou Wanda & IMAX,quzhou-wanda-imax,,"4F, Wanda Plaza, No.555 Hehua Middle Road",324000,Quzhou,,CN,China,APAC,FALSE,FALSE,FALSE,28.93286,118.88546
Rizhao Wanda & IMAX,rizhao-wanda-imax,,"4F, Wanda Plaza, Intersection of Qingdao Road and Shandong Road, Donggang District",276800,"Rizhao, Shandong",,CN,China,APAC,FALSE,FALSE,FALSE,35.39153,119.43279
Sanmenxia Wanda & IMAX,sanmenxia-wanda-imax,,"4F, Wanda Plaza, Cross of Daling Road and Heping Road, Hubin District",472000,Sanmenxia,,CN,China,APAC,FALSE,FALSE,FALSE,34.78993,111.19665
Sanming Wanda & IMAX,sanming-wanda-imax,,"4F, Wanda Plaza, Cross of North Xinshi Road and East Qianer Road",365000,Sanming,,CN,China,APAC,FALSE,FALSE,FALSE,26.28878,117.66685
Sanya Wanda & IMAX,sanya-wanda-imax,,1F Wanda Haitang Bay International Club - Haitang Bay Road,572000,Sanya,,CN,China,APAC,FALSE,FALSE,FALSE,18.33863,109.73091
Sanya Zose Cinema & IMAX,sanya-zose-cinema-imax,,4F One Harbour City - No.136 Yuya Avenue - Sanya District,572000,Sanya,,CN,China,APAC,FALSE,FALSE,FALSE,18.22221,109.52918
CINEVERSE Super Brand Mall & IMAX,cineverse-super-brand-mall-and-imax,,"8F04 East Wing, No.168 Lujiazui West Road, Pudong New Area, Shanghai, Super Brand Mall",200120,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.23870,121.49350
"IMAX, Peace Cinema",imax-peace-cinema,,"No.290, Xizang Mid Road, Huangpu District",200001,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.23271,121.47555
Jinyi Cinema & IMAX,jinyi-cinema-imax,,"6F, Block B, Kaide Dragon Dream Shopping  Mall, No.388 Jiangwan West Road",200083,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.27076,121.47848
Shanghai Baoshan Longfor Omnijoi & IMAX,shanghai-baoshan-longfor-omnijoi-imax,,"4F , No.50 Danxiashan Road",201900,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.36702,121.36781
Shanghai BFC Bona Palace & IMAX,shanghai-bfc-bona-palace-imax-0,,"B2-Unit 02, B1-Unit 02, No.51, Fengjing Rd, Huangpu District",200002,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.23325,121.50409
Shanghai Bingo SFC & IMAX,shanghai-bingo-sfc-imax,,"5F, Bingo Plaza Phase II, No.345 Tianshan Road, Changning District",200000,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.21994,121.39420
Shanghai Broadway Cinema & IMAX,shanghai-broadway-cinema-imax,,L6-1 No. 999 Middle of Huaihai Road - Xuhui District,200030,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.21611,121.45762
Shanghai Broadway Cinematheque MOViE & IMAX,shanghai-broadway-cinematheque-movie-imax,,"3rd Fl, Shanghai Broadway Cinematheque S-l3-13 , Lane 500 No. 1-9, Dongyu Road, Pudong New Area",200041,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.15520,121.48210
Shanghai Central Garden Omnijoi & IMAX,shanghai-central-garden-omnijoi-imax,,Room 310 No. 310 Guangxin Road Putuo District,200061,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.25394,121.43178
Shanghai Chongming Chengqiao Wanda & IMAX,shanghai-chongming-chengqiao-wanda-imax,,"Room 3F-A, 8388 Chongming Avenue, Chengqiao Town, Chongming District",202155,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.62808,121.39777
Shanghai Chuansha SFC Bailian & IMAX,shanghai-chuansha-sfc-bailian-imax,,"4F, Bailian Shopping Mall, No.5398 Chuansha Rd, Pudong District",201299,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.19191,121.70570
Shanghai City Omnijoi & IMAX,shanghai-city-omnijoi-imax,,"3-21, 3F, Block 1, Merchants Garden, No. 2069 Shuichan Road, Baoshan District",201900,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.37520,121.46800
Shanghai Daning Aurora & IMAX,shanghai-daning-aurora-imax,,"Building 1, No.777 Wanrong Rd.,Jingan District ",200072,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.28755,121.44966
Shanghai Daning IMIX Park Hoyts & IMAX,shanghai-daning-imix-park-hoyts-imax,,"3F, IMIX Park, No. 1111, Hutai Road, Jingan District",200040,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.27982,121.42608
Shanghai Daning Jiuguang Hoyts & IMAX,shanghai-daning-jiuguang-hoyts-imax,,"L5, No.2188 Gonghe New Road, Jingan District",500072,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.28180,121.45220
Shanghai Fengxian Powerlong Hengdian & IMAX,shanghai-fengxian-powerlong-hengdian-imax,,"4F, Powerlong Plaza,  intersection of Hangnan Rd. and East Huancheng Rd., Fengxian District",201400,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.27286,121.66027
Shanghai Jiangqiao Wanda & IMAX,shanghai-jiangqiao-wanda-imax,,3F Wanda Plaza - Lane 1075 - 49 Jinshajiang Road - Jiading District,201803,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.24116,121.32962
Shanghai Jinqiao The Mall SFC & IMAX,shanghai-jinqiao-mall-sfc-imax,,"4F, The Mall, No.1882 Jingao Road, Pudong District",201206,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.26923,121.61492
Shanghai Jinshan Wanda & IMAX,shanghai-jinshan-wanda-imax,,4F Wanda Plaza - 1088 Longhao Road - Jinshan District,201500,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,30.75651,121.33310
Shanghai Jiuting Bestar & IMAX,shanghai-jiuting-bestar-imax,,"2F, Jiuting U Tiandi, No.178 Puhui Road, Jiuting County, Songjiang District",201600,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.13738,121.34041
Shanghai L City HOYTS & IMAX,shanghai-l-city-hoyts-and-imax,,"5th Floor, L City, 1155 Huan Ke Road",200120,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.17680,121.60640
Shanghai LCM Palace & IMAX,shanghai-lcm-palace-imax,,"4F, LCM, No. 2389-2 Zhangyang Road, Pudong New Area",200120,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.24803,121.56235
Shanghai Lingang Wanda & IMAX,shanghai-lingang-wanda-imax,,"4th Floor, Lane 1209, Yunduan Rd, Nicheng Town, Pudong New Area",201306,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,30.90400,121.83060
Shanghai Livat Hoyts & IMAX,shanghai-livat-hoyts-and-imax,,"L4, Shanghai Livat, No.788 JinZhong Road, Changning District ",200050,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.22140,121.35540
Shanghai Livingsteel Stage Wanda & IMAX,shanghai-livingsteel-stage-wanda-imax,,"508, 5F, No. 1569 Mudanjiang Road, Baoshan District ",201900,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.39930,121.48500
Shanghai Longsheng Wanda & IMAX,shanghai-longsheng-wanda-imax,,"3F, Longsheng Plaza, No. 3975 Dushi Rd. Minghang District",200000,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.09191,121.40603
Shanghai Maqiao Wanda & IMAX,shanghai-maqiao-wanda-imax,,"5F-A, Wanda Plaza, No. 121 Fuyan Road, Minhang District",201111,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.02650,121.37280
Shanghai Oasis Mall Womei & IMAX,shanghai-oasis-mall-womei-and-imax,,"Room 6313-A, 3rd Floor, Building 6, Oasis Mall, Lane 99 Weidi Road, Dachang Town, Baoshan District",200436,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.32522,121.39933
Shanghai One East Palace & IMAX,shanghai-one-east-palace-imax,,"B2-1, 383 Longhua East Road, Huangpu District",200001,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.19580,121.48120
Shanghai Pujiang Wanda & IMAX,shanghai-pujiang-wanda-imax,,"Room A, 4F, Wanda Plaza, No. 360, Yongyue Road, Minhang District",201112,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.02750,121.51126
Shanghai Qianwan INCITY MEGA HOYTS & IMAX,shanghai-qianwan-incity-mega-hoyts-and-imax,,"HOYTS IMAX Cinema, Floors 4-5, Qianwan INCity MEGA, No. 388 Lianyou Road, Minhang District (Shop Units L422/L519)",201106,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.21640,121.27540
Shanghai Qibao Vanke CGV & IMAX,shanghai-qibao-vanke-cgv-imax,CGV,"Vanke Plaza, Intersection of Qixin Road and Caobao Road, Minhang District ",201100,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.16070,121.35576
Shanghai Qingpu Wanda Mall Wanda & IMAX,shanghai-qingpu-wanda-mall-wanda-imax,,"4F, Area A, No. 1-45, Lane 1059, Dingshan Lake Avenue, Qingpu District",201799,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.13010,121.06425
Shanghai Songjiang Wanda & IMAX,shanghai-songjiang-wanda-imax,,4F 692 Guangfulin Road - Songjiang District,201620,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.05707,121.24096
Shanghai Unicity CGV & IMAX,shanghai-unicity-cgv-imax,CGV,"L3, Hongqiao Uniticy,  No.66，Lane 2229, Songze Avenue",201700,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.39030,121.47880
Shanghai Unipark MAX Bona Palace & IMAX,shanghai-unipark-max-bona-palace-and-imax,,"L5039, 5th Floor, Unipark MAX, Lane 699, Lane 1, Tongchuan Road, Putuo District",200333,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.25270,121.39150
Shanghai Wanda International Cinema IMAX,shanghai-wanda-international-cinema-imax,,3F Wanda Plaza - 58 Guo Bin Road - Yangpu District,200435,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.30018,121.51454
Shanghai White Magnolia Plaza CGV & IMAX,shanghai-white-magnolia-plaza-cgv-imax,CGV,"3F, White Magnolia Plaza, No.588 East Changzhi Rd , Hongkou District",200080,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.25521,121.50563
Shanghai XinTiandi Ruihong Hall of Sun Hoyts & IMAX,shanghai-xintiandi-ruihong-hall-sun-hoyts-imax,,"4F, Hall of Sun Plaza, Xintiandi Ruihong, 181 Ruihong Road",200080,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.26380,121.49860
Shanghai Xuhui Greenland Binjiang SFC & IMAX,shanghai-xuhui-greenland-binjiang-sfc-imax,,"3F, Greenland Being Funny Mall, No.218 Kaibin Road, Xuhui District",200000,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.19083,121.46415
Shanghai Yaohan SFC Bailian & IMAX,shanghai-yaohan-sfc-bailian-imax,,"10F, 1st Yaohan, No 501 Zhangyang Road, Pudong District",200120,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.23420,121.52353
Shanghai Yonghua & IMAX,shanghai-yonghua-imax,,6F Grand Gateway Plaza - No. 1 Hongqiao Road - Xuhui District,200030,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.19444,121.43723
Shanghai Zhoupu Wanda & IMAX,shanghai-zhoupu-wanda-imax,,4F Wanda Plaza - 518 Nianjiabang Road - Pudong New District,201318,Shanghai,,CN,China,APAC,TRUE,FALSE,FALSE,31.11396,121.57084
Wanda Shanghai Baoshan & IMAX,wanda-shanghai-baoshan-imax,,5F - No. 936 - 128 Jinian Road - Baoshan Area,200435,Shanghai,,CN,China,APAC,FALSE,FALSE,FALSE,31.32350,121.44564
Shangqiu Suiyang Wanda & IMAX,shangqiu-suiyang-wanda-imax,,"4F, Wanda Plaza, Intersection of Beihai Rd and Guide Rd, Suiyang District",476005,Shangqiu,,CN,China,APAC,FALSE,FALSE,FALSE,34.39634,115.66770
Shangrao Wanda & IMAX,shangrao-wanda-imax,,"4F, Wanda Plaza, No.16 Guangxin Avenue, Xinzhou District ",334000,Shangrao,,CN,China,APAC,FALSE,FALSE,FALSE,28.45072,117.96132
Shantou Chicony CGV & IMAX,shantou-chicony-cgv-imax,CGV,"4F, Chicony, Changping Rd, Longhu District",515000,Shantou,,CN,China,APAC,FALSE,FALSE,FALSE,23.36209,116.70516
Shantou Cinecity & IMAX,shantou-cinecity-imax,,"4-5F, Nanxinxinghui Lotus Center, No. 175  Dongxia Rd., Jinping District",515000,Shantou,,CN,China,APAC,FALSE,FALSE,FALSE,23.36909,116.70107
Shantou Jinping Wanda Plaza Wanda & IMAX,shantou-jinping-wanda-plaza-wanda-imax,,"4-5F，175 Nanxinxing Huibee Center, Jinping District",,Shantou,,CN,China,APAC,FALSE,FALSE,FALSE,23.36524,116.70555
Shaoguan DP & IMAX,shaoguan-dp-imax,,"Z301, Poly Plaza, 16 Baiwang Avenue, Wujiang District",512026,"Shaoguan, Guangdong Province",,CN,China,APAC,TRUE,FALSE,FALSE,24.76730,113.52020
Shaoxing Keqiao Wanda & IMAX,shaoxing-keqiao-wanda-imax,,3F Wanda Plaza - 799 Qiantao Road - Keqiao County,,Shaoxing,,CN,China,APAC,TRUE,FALSE,FALSE,30.09485,120.50717
Shaoxing Lumiere & IMAX,shaoxing-lumiere-imax,,4F No. 777 South Jiefang Road - Yuecheng District,312000,Shaoxing,,CN,China,APAC,FALSE,FALSE,FALSE,29.99193,120.58701
Shaoxing Shangyu Wanda & IMAX,shaoxing-shangyu-wanda-imax,,"4F, Wanda Plaza, No.399 North Chengshan Road, Gaotiexincheng, Shangyu",312000,Shaoxing,,CN,China,APAC,FALSE,FALSE,FALSE,30.06209,120.84462
Shaoxing Shengzhou Injoy Bestar & IMAX,shaoxing-shengzhou-injoy-bestar-imax,,"4F,Injoy Plaza,No.666 Xingsheng Street",312499,Shaoxing,,CN,China,APAC,FALSE,FALSE,FALSE,29.57862,120.82357
Shaoyang Joy Centre Wanda & IMAX,shaoyang-joy-centre-wanda-imax,,"4F, Joy Centre, Dongfeng Road, Shuangqing District",422000,Shaoyang,,CN,China,APAC,FALSE,FALSE,FALSE,27.23886,111.48063
Shaoxing Shengzhou Heyue Jinyi  & IMAX,shaoxing-shengzhou-heyue-jinyi-imax,,"4F, Building 3,Heyue Times Square,No.1888, Shuangta Road, Economic Development District",312400,Shengzhou,,CN,China,APAC,FALSE,FALSE,FALSE,29.60778,120.84751
"IMAX, Liaoning Science & Technology Museum",imax-liaoning-science-technology-museum,,"No. 159, Hunnanzhihuisan Street",110167,Shenyang,,CN,China,APAC,TRUE,FALSE,FALSE,41.68109,123.46488
Shenyang Beiyi Wanda IMAX,shenyang-beiyi-wanda-imax,,4F Wanda Plaza - Beiyi Road & Xinghua Street Crossing,110000,Shenyang,,CN,China,APAC,TRUE,FALSE,FALSE,41.81452,123.38057
Shenyang Olympic Wanda IMAX,shenyang-olympic-wanda-imax,,"4th Fl, No.17 West Yingpan Street, Dongling District",110000,Shenyang,,CN,China,APAC,TRUE,FALSE,FALSE,41.73493,123.46310
Shenyang Tiexi Wanda & IMAX,shenyang-tiexi-wanda-imax,,3F Wanda Square - South Hua Xin Road -Tie Xi District,110021,Shenyang,,CN,China,APAC,TRUE,FALSE,FALSE,41.78243,123.35753
Shenyang Shenbei Wanda & IMAX,shenyang-shenbei-wanda-imax,,"4F, Wanda Plaza, Puchang Avenue, Shenbei New District",110086,"Shenyang, Liaoning Province",,CN,China,APAC,TRUE,FALSE,FALSE,42.02460,123.36480
Shenzhen 9 Square Lumiere & IMAX,shenzhen-9-square-lumiere-imax,,"Intersection of Zhenhua Rd. and Huafu Rd., Futian District",518000,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.54906,114.09010
Shenzhen Bantian Vanke Hoyts & IMAX,shenzhen-bantian-vanke-hoyts-and-imax,,"L5-02, 5/F, Bantian Vanke Plaza, Bantian Street, Longgang District",518000,Shenzhen,,CN,China,APAC,TRUE,FALSE,FALSE,22.62810,114.07520
Shenzhen Broadway & IMAX,shenzhen-broadway-imax,,"No.SL562, L5, The MixC, Yuehai Street, Nanshan District ",518000,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.54222,113.95566
Shenzhen Buji MixC & IMAX,shenzhen-buji-mixc-imax,,"Shop L349/L427, the MixC, No. 02 Xiangge Rd, Buji Street, Longgang District",518000,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.59950,114.13874
Shenzhen C Future City Hoyts & IMAX,shenzhen-c-future-city-hoyts-imax-0,,"2nd Floor, 3rd Floor, 4th Floor 217, 319, 3M01, 401, RF01 Shops, No. 9283 Zhongzhou Binhai Commercial Center Phase I, No. 9283 Binhe Avenue, Shangsha Community, Shatou Street",518000,Shenzhen,,CN,China,APAC,TRUE,FALSE,FALSE,22.52360,114.03130
Shenzhen Centerville MH Mall OSGH & IMAX,shenzhen-centerville-mh-mall-osgh-imax,,"No. 8, Golf Ave, Guangpei Community, Guanlan Sub-district Office, Longhua District",518110,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.72857,114.08203
Shenzhen CINESKY & IMAX,shenzhen-cinesky-imax,,"L2-026, Area A, Horoy Uniworld, Longhua District ",518110,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.65447,114.03484
Shenzhen CINESKY ZONE C & IMAX,shenzhen-cinesky-zone-c-imax,,"4th floor, Zone C, Uniworld, Renmin Road, Longhua District",518107,Shenzhen,,CN,China,APAC,TRUE,FALSE,FALSE,22.70380,114.04280
Shenzhen Galaxy World - COCO Park & IMAX,shenzhen-galaxy-world-coco-park-imax,,"4F, Galaxy World - COCO Park Shopping Mall, Wuhe Ave, Longgang District",518116,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.60981,114.06600
Shenzhen Guangming Wanda & IMAX,shenzhen-guangming-wanda-imax,,"4F,Wanda Plaza,Guangming Ave & Guanguang Rd,Guangming Dist.",518107,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.74500,113.93140
Shenzhen Haiya Wanda & IMAX,shenzhen-haiya-wanda-imax,,406 - 4F Haiya Mega Mall - No.1 Jianan Road - Baoan District,518000,Shenzhen,,CN,China,APAC,TRUE,FALSE,FALSE,22.56072,113.90725
Shenzhen Henggang Wan Zhong & IMAX,shenzhen-henggang-wan-zhong-imax,,"3F, Linheng Plaza,No.2999 Longgang Ave. Longgan District",518100,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.64319,114.19342
Shenzhen Hongfa Bao'an QCC & IMAX,shenzhen-hongfa-baoan-qcc-imax,,"L452 , 4th Floor, Hongfa Bao'an QCC, Intersection of Baoan Avenue and Haicheng Road, Baoan District",518101,Shenzhen,,CN,China,APAC,TRUE,FALSE,FALSE,22.72170,114.06181
Shenzhen Huade Mixc One Hoyts & IMAX,shenzhen-huade-mixc-one-hoyts-and-imax,,"4th Floor, Huade MixC One, Huide, Fuyong Subdistrict, Bao’an District",518100,Shenzhen,Guangdong Province,CN,China,APAC,TRUE,FALSE,FALSE,22.67150,113.82270
Shenzhen Huigang Lumiere & IMAX,shenzhen-huigang-lumiere-imax,,"3F, No.1 3rd Shekougongye Road, Nanshan District",518000,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.49366,113.92072
Shenzhen InJoy OSGH & IMAX,shenzhen-injoy-osgh-imax,,"4F, InJoy Mall, No. 126 Zhongkang Road, Futian District",518001,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.57550,114.06679
Shenzhen Joy City Wanda & IMAX,shenzhen-joy-city-wanda-and-imax,,"L325, 3rd Floor, Joy City Shopping Center, No. 61, Chuangye 2nd Road, Block 25, Baomin Community, Xinan Subdistrict",518000,Shenzhen,Bao’an District,CN,China,APAC,TRUE,FALSE,FALSE,22.56800,113.89780
Shenzhen Liuhe City CF Qingrui & IMAX,shenzhen-liuhe-city-cf-qingrui-imax,,"3F, No.168 Shenshan Road, Longgang District",518116,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.69897,114.34519
Shenzhen Longgang Tian An MixC & IMAX,shenzhen-longgang-tian-mixc-imax,,"Shop 1168, Building 1, Tian An Cyber Park, No. 448 Huanggekeng Community Longcheng St., Longgang District",518172,Shenzhen,,CN,China,APAC,TRUE,FALSE,FALSE,22.72109,114.21805
Shenzhen Longgang Wanke CINESKY & IMAX,shenzhen-longgang-wanke-cinesky-imax,,"L3, Vanke Plaza, Longxiang Ave., Longcheng Street, Longgang District",518100,Shenzhen,,CN,China,APAC,TRUE,FALSE,FALSE,22.70290,114.22970
Shenzhen Maxland Jinyi & IMAX,shenzhen-maxland-jinyi-imax,,"L4, Maxland, No.4699, Songbai Road, Guangming New Area",518107,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.70959,113.90731
Shenzhen One Avenue CGV & IMAX,shenzhen-one-avenue-cgv-imax,CGV,"B2, Building 1, One Avenue, No.348 Fuhua Road, Futian District ",518000,Shenzhen,,CN,China,APAC,TRUE,FALSE,FALSE,22.53180,114.06506
Shenzhen ONEMALL Wanda & IMAX,shenzhen-onemall-wanda-imax,,"4F, ONEMALL, Haijing 2nd Rd, Haishan Street, Yantian District",518000,Shenzhen,,CN,China,APAC,FALSE,FALSE,FALSE,22.56097,114.24401
